#Parameters = {l_guide_trans=2000; l_rect_guide=2000; Z_Diode=50; Z_Port=10; a=1651; b=825; l_casing1=540; l_cpw_trans=200; l_cutout_off=200; l_feed_off1=250; l_gnd_taper=50; l_guide=2000; l_guide_end=6040; l_guide_start=4040; l_inp_back=500; l_inp_cutout=800; l_inp_trans=1000; l_line=50; l_line_feed=35; l_mesa=7; l_over=40; l_pillar=5; l_quarz_end=500; l_quarz_trans=1500; l_trans_guide=4000; t_casing=250; t_mesa=1.2; t_metal=1; t_metal_mesa=0.5; t_sub=250; w_casing=2500; w_cpw_ground1=150; w_cpw_ground2=200; w_cpw_line=80; w_cpw_slot=20; w_feed1=10; w_fg=140; w_inp=500; w_mesa=5; w_quarz=750; w_slot1=5; w_slot2=5; w_slot_line=30}
#"Time / ns"	"i1 [Real Part / W^(1/2)]"
#--------------------------------------
0.0000000000000	-1.0636085789884e-08
0.00011458158405731	1.5075436294865e-06
0.00022916316811461	1.6921419501159e-06
0.00034374475944787	1.8678877040657e-06
0.00045832633622922	2.0250856778148e-06
0.00057290791301057	2.1518437733903e-06
0.00068748951889575	2.2338920189213e-06
0.00080207106657326	2.2544427338289e-06
0.00091665267245844	2.1941089016764e-06
0.0010312342783436	2.0308984858275e-06
0.0011458158260211	1.7403095853297e-06
0.0012603973736987	1.2955456440977e-06
0.0013749790377915	6.6787839614335e-07
0.0014895605854690	-1.7281578834627e-07
0.0016041421331465	-1.2573214007716e-06
0.0017187237972394	-2.6161239929934e-06
0.0018333053449169	-4.2782025957422e-06
0.0019478868925944	-6.2695544329472e-06
0.0020624685566872	-8.6114350779098e-06
0.0021770501043648	-1.1318306860630e-05
0.0022916316520423	-1.4395497601072e-05
0.0024062131997198	-1.7836571714724e-05
0.0025207947473973	-2.1620451661875e-05
0.0026353762950748	-2.5708319299156e-05
0.0027499580755830	-3.0040346246096e-05
0.0028645396232605	-3.4532364225015e-05
0.0029791211709380	-3.9072529034456e-05
0.0030937027186155	-4.3518117308849e-05
0.0032082842662930	-4.7692636144347e-05
0.0033228658139706	-5.1383362006163e-05
0.0034374475944787	-5.4339514463209e-05
